atmosphere,feh,filter,flux,logg,teff,wavelength,bolometric_magnitude,mag_g,flux_nu_g,flux_lambda_g,lambda_eff_g,mag_i,flux_nu_i,flux_lambda_i,lambda_eff_i,mag_i_fil,flux_nu_i_fil,flux_lambda_i_fil,lambda_eff_i_fil,mag_r,flux_nu_r,flux_lambda_r,lambda_eff_r,mag_r_fil,flux_nu_r_fil,flux_lambda_r_fil,lambda_eff_r_fil
Spectrum,0,Palomar/ZTF.g,45145745.123256,2.0,7750,4746.4797383749,-76.40150537636762,-19.941315773160916,3.4397454849370673e-12,45472065.57373923,4722.914193098609,-19.700460279608446,2.7553965598164247e-12,15458596.48125724,7805.094878724866,-19.72525388548499,2.819042051022516e-12,13405445.527879141,7890.371624489369,-19.787859801945416,2.986372108325846e-12,21078637.058164604,6335.333624881107,-19.787805161980703,2.986221822132887e-12,18676862.446261488,6338.606310427084
Spectrum,0,Palomar/ZTF.g,44527322.258669,2.5,7750,4746.4797383749,-76.38932794215035,-19.92686958918051,3.3942813326680397e-12,44871047.584970936,4722.914193098609,-19.69958451107567,2.7531749182803237e-12,15446132.409648295,7805.094878724866,-19.73150747145257,2.8353259228815007e-12,13482880.54063796,7890.371624489369,-19.788784639481108,2.9889170042681526e-12,21096599.63482045,6335.333624881107,-19.788739428322458,2.9887925453187455e-12,18692940.636760876,6338.606310427084
Spectrum,0,Palomar/ZTF.g,43543113.914718,3.0,7750,4746.4797383749,-76.37427294757762,-19.903488790907687,3.321968548583852e-12,43915101.374969296,4722.914193098609,-19.69757810843903,2.7480918451776838e-12,15417614.853546072,7805.094878724866,-19.737963496681438,2.8522356162469935e-12,13563291.534586078,7890.371624489369,-19.78869551991988,2.9886716776050504e-12,21094868.05164707,6335.333624881107,-19.788661007333975,2.988576677412373e-12,18691590.524333194,6338.606310427084
Spectrum,0,Palomar/ZTF.g,42088134.536152,3.5,7750,4746.4797383749,-76.356181201711,-19.86817890391302,3.215670648434792e-12,42509885.463764384,4722.914193098609,-19.69557327330429,2.743022116903084e-12,15389172.165909167,7805.094878724866,-19.74648570200362,2.8747115957787544e-12,13670171.997468658,7890.371624489369,-19.789626852041206,2.9912364258991005e-12,21112970.75167066,6335.333624881107,-19.78960355554998,2.9911722440423687e-12,18707824.0943109,6338.606310427084
Spectrum,0,Palomar/ZTF.g,40602246.784434,4.0,7750,4746.4797383749,-76.33957268235342,-19.83036165917511,3.10559389045416e-12,41054714.55680075,4722.914193098609,-19.689217979672044,2.7270128969464674e-12,15299355.667297615,7805.094878724866,-19.747936383883314,2.878555143838573e-12,13688449.296358539,7890.371624489369,-19.78295133163587,2.97290158572294e-12,20983558.39863023,6335.333624881107,-19.782940317149016,2.972871426629774e-12,18593364.462767165,6338.606310427084
Spectrum,0,Palomar/ZTF.g,39195972.037232,4.5,7750,4746.4797383749,-76.32503437463923,-19.79296222717285,3.0004396151545852e-12,39664616.91070448,4722.914193098609,-19.679412802351408,2.70249638033145e-12,15161810.697181648,7805.094878724866,-19.743816525346237,2.867653077348147e-12,13636606.48740657,7890.371624489369,-19.771011691785013,2.9403882371667136e-12,20754070.22739678,6335.333624881107,-19.771012942646355,2.940391624748395e-12,18390224.566218197,6338.606310427084
Spectrum,0,Palomar/ZTF.g,37876854.81649,5.0,7750,4746.4797383749,-76.31358526625269,-19.756504231392384,2.9013604894471346e-12,38354830.3230377,4722.914193098609,-19.668537122618577,2.67556095171913e-12,15010694.909334648,7805.094878724866,-19.7369597705476,2.8496000400239723e-12,13550758.527680604,7890.371624489369,-19.756969857516264,2.9026050265239464e-12,20487385.91775877,6335.333624881107,-19.756982570000886,2.9026390122542e-12,18154106.6913453,6338.606310427084
Spectrum,0,Palomar/ZTF.g,50042056.068426,1.0,8000,4746.4797383749,-76.54675004176733,-20.053858074218038,3.8154277116946584e-12,50438435.01148328,4722.914193098609,-19.815084470735826,3.062201665007681e-12,17179864.624183748,7805.094878724866,-19.826693466286216,3.0951192511647396e-12,14718280.810578655,7890.371624489369,-19.901919201172042,3.3171696290688363e-12,23413497.09119347,6335.333624881107,-19.901834086011263,3.3169095931978386e-12,20745097.95611708,6338.606310427084
Spectrum,0,Palomar/ZTF.g,51178510.558237,1.5,8000,4746.4797383749,-76.5512548510008,-20.076528874452883,3.8959336302413686e-12,51502691.19650073,4722.914193098609,-19.8069276526806,3.0392824414318327e-12,17051280.944400698,7805.094878724866,-19.811232528524066,3.051356926847292e-12,14510176.978073519,7890.371624489369,-19.888354783513357,3.2759850667527993e-12,23122805.104404937,6335.333624881107,-19.888274748555304,3.2757435866743958e-12,20487631.536308017,6338.606310427084
Spectrum,0,Palomar/ZTF.g,51215535.699177,2.0,8000,4746.4797383749,-76.5446518478189,-20.077172968598386,3.898245510873414e-12,51533253.33784502,4722.914193098609,-19.80654144674731,3.0382015341470914e-12,17045216.73215911,7805.094878724866,-19.814883564376586,3.0616350827491712e-12,14559052.892861564,7890.371624489369,-19.88901124929434,3.2779664157805817e-12,23136790.01168616,6335.333624881107,-19.888939056884617,3.27774846557662e-12,20500170.74126618,6338.606310427084
Spectrum,0,Palomar/ZTF.g,50724898.609007,2.5,8000,4746.4797383749,-76.53307732924988,-20.06715761462529,3.862451559840316e-12,51060071.55865591,4722.914193098609,-19.80627570769437,3.0374580109973605e-12,17041045.34553775,7805.094878724866,-19.821931419601285,3.0815737632223495e-12,14653867.688151343,7890.371624489369,-19.891277709344187,3.284816274575462e-12,23185138.202132497,6335.333624881107,-19.8912149515817,3.2846264109963422e-12,20543187.786940735,6338.606310427084
Spectrum,0,Palomar/ZTF.g,49867809.054054,3.0,8000,4746.4797383749,-76.51890639864234,-20.049366921687135,3.799677775675835e-12,50230227.129078515,4722.914193098609,-19.804374976278684,3.032145172365655e-12,17011238.736291256,7805.094878724866,-19.828351565947422,3.0998496238609228e-12,14740775.243920736,7890.371624489369,-19.891785202760143,3.2863520180499437e-12,23195977.90265836,6335.333624881107,-19.891733294851036,3.2861949047627963e-12,20552997.68857187,6338.606310427084
Spectrum,0,Palomar/ZTF.g,48607926.990915,3.5,8000,4746.4797383749,-76.50252892075933,-20.022646852684762,3.707308620841346e-12,49009143.684382424,4722.914193098609,-19.80142773434399,3.0239255447347614e-12,16965124.17382674,7805.094878724866,-19.834851510594703,3.1184630620807856e-12,14829288.088932186,7890.371624489369,-19.891244254594692,3.284715061212513e-12,23184423.810333464,6335.333624881107,-19.891204353270854,3.284594348584092e-12,20542987.257543065,6338.606310427084
Spectrum,0,Palomar/ZTF.g,46898643.646374,4.0,8000,4746.4797383749,-76.48440173253867,-19.985385592450562,3.58223635407359e-12,47355738.12259748,4722.914193098609,-19.7979320982729,3.014205370578128e-12,16910591.097823717,7805.094878724866,-19.841832363936895,3.1385781399059496e-12,14924941.70998281,7890.371624489369,-19.890263701508008,3.2817498994080805e-12,23163494.881443422,6335.333624881107,-19.890236438420573,3.2816674949430175e-12,20524681.704201538,6338.606310427084
Spectrum,0,Palomar/ZTF.g,45176934.954289,4.5,8000,4746.4797383749,-76.46749584101444,-19.945934870659496,3.4544105254006813e-12,45665931.56891916,4722.914193098609,-19.789837899673127,2.9918179250896603e-12,16784990.85171053,7805.094878724866,-19.841514441912842,3.1376592453945796e-12,14920572.073029872,7890.371624489369,-19.881345977590463,3.254905551447192e-12,22974020.07816853,6335.333624881107,-19.881332390590558,3.254864819523074e-12,20357048.51690786,6338.606310427084
Spectrum,0,Palomar/ZTF.g,43560406.73086,5.0,8000,4746.4797383749,-76.45381742967116,-19.9072245497502,3.3334183352648804e-12,44066462.99548599,4722.914193098609,-19.7793734056618,2.9631208353483644e-12,16623991.61952499,7805.094878724866,-19.836393123458762,3.1228940439091046e-12,14850358.823053733,7890.371624489369,-19.86804125429683,3.2152629916106715e-12,22694211.969687693,6335.333624881107,-19.868041057156066,3.2152624078046405e-12,20109361.3589334,6338.606310427084
Spectrum,0,Palomar/ZTF.g,54227216.104348,1.0,8250,4746.4797383749,-76.66266466285123,-20.14164443750243,4.136735706752124e-12,54685998.75845251,4722.914193098609,-19.920071732556742,3.373095933355329e-12,18924074.19198628,7805.094878724866,-19.930703621634414,3.4062886595151354e-12,16197990.75391582,7890.371624489369,-20.005687604911465,3.6498502150883285e-12,25761648.31771077,6335.333624881107,-20.005596249563713,3.64954312455675e-12,22825502.922740534,6338.606310427084
Spectrum,0,Palomar/ZTF.g,56738600.285834,1.5,8250,4746.4797383749,-76.67849687385296,-20.188094212908158,4.31755307676245e-12,57076332.38691021,4722.914193098609,-19.906930214411325,3.332514791814231e-12,18696401.884855866,7805.094878724866,-19.89983648335224,3.3108125543442063e-12,15743971.372892855,7890.371624489369,-19.984426004752727,3.5790717259362257e-12,25262074.242463063,6335.333624881107,-19.98433214353372,3.5787623307872748e-12,22382815.397228613,6338.606310427084
Spectrum,0,Palomar/ZTF.g,57246130.588223,2.0,8250,4746.4797383749,-76.67576143162434,-20.197190341159065,4.353876806525113e-12,57556517.629941575,4722.914193098609,-19.90487646826273,3.326217064628213e-12,18661069.75708251,7805.094878724866,-19.898554223344245,3.3069047758004054e-12,15725388.637532474,7890.371624489369,-19.982106772986448,3.571434661251591e-12,25208169.735978983,6335.333624881107,-19.98201935942562,3.571147133533029e-12,22335187.324000917,6338.606310427084
Spectrum,0,Palomar/ZTF.g,57000725.108532,2.5,8250,4746.4797383749,-76.66588608100494,-20.19277164302697,4.3361935311582736e-12,57322751.771228895,4722.914193098609,-19.904652677822817,3.3255315400345678e-12,18657223.759658515,7805.094878724866,-19.904849013626304,3.3261329567894898e-12,15816824.78079819,7890.371624489369,-19.984622246964946,3.5797186864305593e-12,25266640.667863645,6335.333624881107,-19.98454374870683,3.5794598836732223e-12,22387178.133848943,6338.606310427084
Spectrum,0,Palomar/ZTF.g,56293223.64728,3.0,8250,4746.4797383749,-76.65261953551935,-20.179832689477774,4.2848248672164626e-12,56643678.48937527,4722.914193098609,-19.903637380031775,3.3224232098291866e-12,18639785.10016527,7805.094878724866,-19.912303157279652,3.349047158151561e-12,15925789.12847888,7890.371624489369,-19.986841907665166,3.587044488479378e-12,25318348.196914192,6335.333624881107,-19.98677412742154,3.586820563773399e-12,22433214.368907914,6338.606310427084
Spectrum,0,Palomar/ZTF.g,55194051.432049,3.5,8250,4746.4797383749,-76.63709950749866,-20.159269659732537,4.204437141060671e-12,55580984.76070051,4722.914193098609,-19.90060365341716,3.3131527672209934e-12,18587775.152278766,7805.094878724866,-19.91842461480053,3.3679826525893333e-12,16015833.453691036,7890.371624489369,-19.986570705127683,3.586148604124633e-12,25312024.79833064,6335.333624881107,-19.986515378478273,3.585965866798088e-12,22427868.798889365,6338.606310427084
Spectrum,0,Palomar/ZTF.g,53618776.366025,4.0,8250,4746.4797383749,-76.6197630135084,-20.129094650460644,4.0891953680444294e-12,54057534.41172087,4722.914193098609,-19.89697455522115,3.3020969654461266e-12,18525748.806994434,7805.094878724866,-19.925102395469068,3.3887611394101333e-12,16114641.796449512,7890.371624489369,-19.98575991395598,3.583471588998196e-12,25293129.6880756,6335.333624881107,-19.985717825348924,3.5833326782723214e-12,22411399.928584315,6338.606310427084
Spectrum,0,Palomar/ZTF.g,51651140.067091,4.5,8250,4746.4797383749,-76.60209643493273,-20.090082925002875,3.944874305926401e-12,52149667.440446176,4722.914193098609,-19.892439397280842,3.288332758218217e-12,18448527.499352664,7805.094878724866,-19.930893903399546,3.4068856842948566e-12,16200829.797469797,7890.371624489369,-19.982978939279093,3.574304728893091e-12,25228427.464069497,6335.333624881107,-19.982951104661588,3.5742130969393454e-12,22354362.917850185,6338.606310427084
Spectrum,0,Palomar/ZTF.g,49729821.693862,5.0,8250,4746.4797383749,-76.58666019918391,-20.049998595036172,3.801889043483845e-12,50259459.20895397,4722.914193098609,-19.883597356185888,3.261661914174386e-12,18298896.109845668,7805.094878724866,-19.929072123082204,3.40117399016973e-12,16173668.867238719,7890.371624489369,-19.972252124201678,3.5391653199053456e-12,24980403.834855277,6335.333624881107,-19.972239192966914,3.539123168317439e-12,22134898.387364507,6338.606310427084
Synspec,0,Palomar/ZTF.g,60551516.329596,1.5,8500,4746.4797383749,-76.77025349680895,-20.258638508590806,4.607394541323472e-12,60907921.1309677,4722.914193098609,-19.97083694793718,3.5345552866196714e-12,19829909.318094056,7805.094878724866,-19.952072859927945,3.4739946394340166e-12,16519954.317880757,7890.371624489369,-20.044035923683147,3.7810669686800526e-12,26687812.313550226,6335.333624881107,-20.043922586328375,3.7806722929195626e-12,23645630.02182377,6338.606310427084
Synspec,0,Palomar/ZTF.g,61811606.745261,2.0,8500,4746.4797383749,-76.77515915514128,-20.280024166253273,4.699045675973414e-12,62119512.63474605,4722.914193098609,-19.972946855797368,3.541430655421931e-12,19868482.187612712,7805.094878724866,-19.952598035048382,3.4756754315681462e-12,16527947.021426842,7890.371624489369,-20.04521674503485,3.7851814058302115e-12,26716853.144445024,6335.333624881107,-20.045109229987382,3.784806596730553e-12,23671487.385471918,6338.606310427084
Synspec,0,Palomar/ZTF.g,61988186.462111,2.5,8500,4746.4797383749,-76.76982205986012,-20.283204292403376,4.712829377968003e-12,62301727.686322264,4722.914193098609,-19.975574986086755,3.5500134169529225e-12,19916634.039559312,7805.094878724866,-19.96092865542301,3.50244611309712e-12,16655250.164297905,7890.371624489369,-20.050502941146238,3.803655506978003e-12,26847248.439788315,6335.333624881107,-20.050404540348403,3.803310795459005e-12,23787219.03399452,6338.606310427084
Synspec,0,Palomar/ZTF.g,61625388.680137,3.0,8500,4746.4797383749,-76.76030634298145,-20.277357070151577,4.687516700875742e-12,61967104.17489486,4722.914193098609,-19.977677268913567,3.5568938748477136e-12,19955235.460404865,7805.094878724866,-19.971386390865376,3.5363444209141684e-12,16816447.447170608,7890.371624489369,-20.056408542161076,3.824400945263908e-12,26993675.458384566,6335.333624881107,-20.056321030992883,3.824092708046047e-12,23917196.29150487,6338.606310427084
Synspec,0,Palomar/ZTF.g,60860401.574489,3.5,8500,4746.4797383749,-76.74838562124575,-20.26456486615549,4.632612199003722e-12,61241288.52360588,4722.914193098609,-19.978301210800836,3.5589385085926182e-12,19966706.46551367,7805.094878724866,-19.981440100602683,3.569242373654415e-12,16972887.722078234,7890.371624489369,-20.060835868651317,3.840027614258818e-12,27103972.793151874,6335.333624881107,-20.060760915030816,3.8397625277336155e-12,24015200.754767884,6338.606310427084
Synspec,0,Palomar/ZTF.g,59713740.331135,4.0,8500,4746.4797383749,-76.73546334224565,-20.24487327935163,4.549349597586209e-12,60140590.088771954,4722.914193098609,-19.977233327528843,3.55543981114082e-12,19947077.729343314,7805.094878724866,-19.98995332645788,3.5973387061216448e-12,17106494.75865508,7890.371624489369,-20.062754406133948,3.846819088845914e-12,27151908.891775366,6335.333624881107,-20.06269342130264,3.846603022527286e-12,24057983.57129506,6338.606310427084
Synspec,0,Palomar/ZTF.g,58142185.731671,4.5,8500,4746.4797383749,-76.72286314417184,-20.217278645195446,4.435182123006476e-12,58631341.537327796,4722.914193098609,-19.976671237010958,3.5535996203334455e-12,19936753.710087944,7805.094878724866,-19.99937036123055,3.6286756004367317e-12,17255511.70205308,7890.371624489369,-20.064981682320607,3.85471854235772e-12,27207665.410887297,6335.333624881107,-20.064934999716343,3.85455280741127e-12,24107704.27109541,6338.606310427084
Synspec,0,Palomar/ZTF.g,56243510.765792,5.0,8500,4746.4797383749,-76.71150903370008,-20.182640990186133,4.2959220859546e-12,56790379.30208261,4722.914193098609,-19.97518304517341,3.548732125618446e-12,19909445.613035355,7805.094878724866,-20.006548941306168,3.65274686359385e-12,17369978.248205855,7890.371624489369,-20.063864439504826,3.850754005185358e-12,27179682.615331832,6335.333624881107,-20.063832725817303,3.850641528669258e-12,24083241.783241324,6338.606310427084
Synspec,0,Palomar/ZTF.g,69686286.72172,1.5,9000,4746.4797383749,-76.96578175143347,-20.410977318433133,5.3014043166668695e-12,70082454.00016582,4722.914193098609,-20.130388195132497,4.09407013329088e-12,22968954.479905166,7805.094878724866,-20.100404799155104,3.9825562603562425e-12,18938327.291199833,7890.371624489369,-20.19493171443366,4.3448289723563635e-12,30666999.846659888,6335.333624881107,-20.194810195887307,4.3443427145035344e-12,27171019.479138367,6338.606310427084
Synspec,0,Palomar/ZTF.g,72395321.582476,2.0,9000,4746.4797383749,-76.97770869575152,-20.450965097686478,5.500295712125295e-12,72711719.04781033,4722.914193098609,-20.1336321313645,4.106320588176927e-12,23037683.185441427,7805.094878724866,-20.096066031380296,3.966673113881831e-12,18862797.85566097,7890.371624489369,-20.197012646353116,4.353164296447168e-12,30725832.860396657,6335.333624881107,-20.196890033512855,4.352672718752025e-12,27223118.20213769,6338.606310427084
Synspec,0,Palomar/ZTF.g,73230206.186076,2.5,9000,4746.4797383749,-76.97544862654773,-20.463106490980287,5.562148714877885e-12,73529391.11378585,4722.914193098609,-20.133729442222357,4.106688640273531e-12,23039748.06747273,7805.094878724866,-20.097995362926568,3.973728079173341e-12,18896346.469411552,7890.371624489369,-20.19874167159357,4.3601021946401144e-12,30774802.45716857,6335.333624881107,-20.198625065446564,4.359633952524968e-12,27266656.16193355,6338.606310427084
Synspec,0,Palomar/ZTF.g,73278795.280563,3.0,9000,4746.4797383749,-76.9677458814728,-20.464079027149353,5.567133179984321e-12,73595283.75763476,4722.914193098609,-20.134330399889002,4.108962331751453e-12,23052504.15477887,7805.094878724866,-20.105000589137855,3.999449667775836e-12,19018660.840272464,7890.371624489369,-20.202980224682047,4.3771566542243e-12,30895177.531257953,6335.333624881107,-20.20287272318599,4.376723282294463e-12,27373538.73141919,6338.606310427084
Synspec,0,Palomar/ZTF.g,72872725.300308,3.5,9000,4746.4797383749,-76.95762940372043,-20.458623574724417,5.5392304028652796e-12,73226420.1552541,4722.914193098609,-20.1351929356115,4.1122278901089104e-12,23070824.91109763,7805.094878724866,-20.11449246127408,4.034567488091658e-12,19185657.294664066,7890.371624489369,-20.2082595493572,4.398492135029347e-12,31045769.232505504,6335.333624881107,-20.208163517602088,4.398103112135776e-12,27507255.569904238,6338.606310427084
Synspec,0,Palomar/ZTF.g,72080396.535739,4.0,9000,4746.4797383749,-76.94669064185564,-20.447563422466114,5.483089930439992e-12,72484265.46542534,4722.914193098609,-20.13565653236409,4.11398413859173e-12,23080677.988876946,7805.094878724866,-20.12447068461539,4.0718172119921825e-12,19362791.631661948,7890.371624489369,-20.212933831721333,4.417469225819651e-12,31179714.767314594,6335.333624881107,-20.212851374884305,4.417133751413282e-12,27626279.75940552,6338.606310427084
Synspec,0,Palomar/ZTF.g,70878382.085729,4.5,9000,4746.4797383749,-76.93498215496201,-20.43030000094241,5.3965971587457085e-12,71340865.46581493,4722.914193098609,-20.134782958207865,4.110675393064264e-12,23062114.939654123,7805.094878724866,-20.133389700052085,4.10540380051535e-12,19522506.58970995,7890.371624489369,-20.215553170911626,4.4281392382835e-12,31255026.65477314,6335.333624881107,-20.215486115649778,4.427865764058552e-12,27693401.472354516,6338.606310427084
Synspec,0,Palomar/ZTF.g,69252447.939439,5.0,9000,4746.4797383749,-76.92270377576223,-20.40624072134899,5.278326959286797e-12,69777380.52520944,4722.914193098609,-20.131884605533518,4.099716654876369e-12,23000633.150041346,7805.094878724866,-20.139763943316417,4.1295770851685226e-12,19637458.280668404,7890.371624489369,-20.214731760276436,4.424790409080693e-12,31231389.695688583,6335.333624881107,-20.214681557357345,4.424585817709094e-12,27672887.555288505,6338.606310427084
Synspec,0,Palomar/ZTF.g,82685956.541852,2.0,9500,4746.4797383749,-77.15660614792696,-20.594844220003655,6.279682522940284e-12,83014902.32805093,4722.914193098609,-20.27681466971682,4.685175546449009e-12,26285232.141407054,7805.094878724866,-20.226534154811745,4.473152061304313e-12,21271267.05115486,7890.371624489369,-20.331713318709618,4.928165992465721e-12,34784353.23848804,6335.333624881107,-20.331582131414073,4.927570568173088e-12,30818727.870082486,6338.606310427084
Synspec,0,Palomar/ZTF.g,84118864.106822,2.5,9500,4746.4797383749,-77.1544429580176,-20.612949786381172,6.385279534664954e-12,84410852.77338538,4722.914193098609,-20.274701565541594,4.676065933945175e-12,26234124.49837263,7805.094878724866,-20.223238859417037,4.459596272282801e-12,21206804.943805523,7890.371624489369,-20.330908853976634,4.924515872534035e-12,34758589.68643628,6335.333624881107,-20.33078017519781,4.9239322656354456e-12,30795972.669671793,6338.606310427084
Synspec,0,Palomar/ZTF.g,84465895.128201,3.0,9500,4746.4797383749,-77.14620003490407,-20.617411343566918,6.411572203748948e-12,84758431.38870199,4722.914193098609,-20.27198194872915,4.6643677023859485e-12,26168493.93039716,7805.094878724866,-20.224667086287486,4.46546648852935e-12,21234719.69736567,7890.371624489369,-20.33130725971611,4.926323231806287e-12,34771346.52609041,6335.333624881107,-20.331185491560262,4.925770762748677e-12,30807471.265468385,6338.606310427084
Synspec,0,Palomar/ZTF.g,84254108.113999,3.5,9500,4746.4797383749,-77.13531909850516,-20.615092090700834,6.3978909924178825e-12,84577571.22288488,4722.914193098609,-20.270197001072784,4.65670579313465e-12,26125508.334378373,7805.094878724866,-20.230156602794438,4.488101200674725e-12,21342354.984534934,7890.371624489369,-20.33386783998494,4.9379550925777416e-12,34853447.40388426,6335.333624881107,-20.333756067789064,4.937446776033541e-12,30880497.084389754,6338.606310427084
Synspec,0,Palomar/ZTF.g,83693484.841199,4.0,9500,4746.4797383749,-77.12423195115032,-20.60848675755017,6.3590860676069475e-12,84064585.5693492,4722.914193098609,-20.269603758731595,4.654162080907648e-12,26111237.3501378,7805.094878724866,-20.23840750107316,4.522337812495128e-12,21505161.01101868,7890.371624489369,-20.337964814404156,4.956623433391503e-12,34985213.69630118,6335.333624881107,-20.337865590270013,4.956170474197828e-12,30997601.558179293,6338.606310427084
Synspec,0,Palomar/ZTF.g,82791887.495719,4.5,9500,4746.4797383749,-77.11354305140782,-20.597615962386314,6.2957342104758336e-12,83227099.2453467,4722.914193098609,-20.269491426314232,4.653680576993219e-12,26108535.969572168,7805.094878724866,-20.248017221793656,4.562542140590723e-12,21696345.43484627,7890.371624489369,-20.342375956787965,4.9768022275057345e-12,35127641.18422858,6335.333624881107,-20.34229163915333,4.976415746981029e-12,31124222.48504963,6338.606310427084
Synspec,0,Palomar/ZTF.g,81499095.58656,5.0,9500,4746.4797383749,-77.10348973839199,-20.581626634759807,6.203698085448312e-12,82010418.3220833,4722.914193098609,-20.26919275110712,4.652400571921625e-12,26101354.759366598,7805.094878724866,-20.257601360584786,4.602995435522765e-12,21888713.775516465,7890.371624489369,-20.345748952799195,4.992287421990301e-12,35236939.952926986,6335.333624881107,-20.34568167027312,4.991978062037308e-12,31221554.577226195,6338.606310427084
Synspec,0,Palomar/ZTF.g,93112771.970484,2.0,10000,4746.4797383749,-77.32087816345961,-20.723554928919384,7.0700416387818405e-12,93463135.11147366,4722.914193098609,-20.406586572227653,5.280008587650682e-12,29622422.90797618,7805.094878724866,-20.34514019953495,4.98948911846769e-12,23726614.707752757,7890.371624489369,-20.453146177895256,5.511356081859592e-12,38900669.55284825,6335.333624881107,-20.45300943398659,5.5106619934500905e-12,34465582.990749575,6338.606310427084
Synspec,0,Palomar/ZTF.g,94983012.073543,2.5,10000,4746.4797383749,-77.31704882541716,-20.744495847464812,7.207727166780053e-12,95283282.96401286,4722.914193098609,-20.40356125711609,5.2653167539754964e-12,29539997.33930611,7805.094878724866,-20.339623445564733,4.964201234362086e-12,23606362.740326434,7890.371624489369,-20.45165017235661,5.503767367855996e-12,38847106.3187911,6335.333624881107,-20.451513510696692,5.503074652032246e-12,34418129.137541614,6338.606310427084
Synspec,0,Palomar/ZTF.g,95540046.544817,3.0,10000,4746.4797383749,-77.30712631525658,-20.750673644951796,7.248855757830015e-12,95826986.559924,4722.914193098609,-20.398021522514412,5.238520032265418e-12,29389659.7385492,7805.094878724866,-20.33648969322626,4.949893754952221e-12,23538326.105044376,7890.371624489369,-20.449014441143092,5.490422636693703e-12,38752915.529898934,6335.333624881107,-20.448882372107178,5.489754821876931e-12,34334822.32028694,6338.606310427084
Synspec,0,Palomar/ZTF.g,95442293.225028,3.5,10000,4746.4797383749,-77.29472146786259,-20.749777820215456,7.242877301850615e-12,95747953.75255047,4722.914193098609,-20.393040040421674,5.214540155493466e-12,29255125.478002477,7805.094878724866,-20.337200053442796,4.9531333614998436e-12,23553731.469107732,7890.371624489369,-20.448071822233025,5.4856580076435935e-12,38719285.4654525,6335.333624881107,-20.447947851019542,5.485031681605061e-12,34305282.170081645,6338.606310427084
Synspec,0,Palomar/ZTF.g,94982611.864127,4.0,10000,4746.4797383749,-77.28205084088776,-20.745011185889307,7.2111490849211416e-12,95328519.35919993,4722.914193098609,-20.38961994299289,5.1981400616061465e-12,29163116.06006385,7805.094878724866,-20.34142865115603,4.972461857689242e-12,23645644.643197782,7890.371624489369,-20.449180714552863,5.4912635234539205e-12,38758850.74030899,6335.333624881107,-20.449067961054674,5.490693286392316e-12,34340691.80142682,6338.606310427084
Synspec,0,Palomar/ZTF.g,94235838.935832,4.5,10000,4746.4797383749,-77.27016064968197,-20.737151059382526,7.15913288594848e-12,94640885.92209265,4722.914193098609,-20.38790700829376,5.189945571742929e-12,29117142.527973186,7805.094878724866,-20.34884252148626,5.006532140940183e-12,23807659.724198166,7890.371624489369,-20.452347096646584,5.507301320638642e-12,38872049.93110197,6335.333624881107,-20.45224841421652,5.506800785446371e-12,34441433.662582666,6338.606310427084
Synspec,0,Palomar/ZTF.g,93131293.723845,5.0,10000,4746.4797383749,-77.25942305512348,-20.725335562024476,7.081646187878834e-12,93616542.62950164,4722.914193098609,-20.38712576124397,5.186212463061651e-12,29096198.674893685,7805.094878724866,-20.35802796442742,5.049067605078799e-12,24009929.444618423,7890.371624489369,-20.45617982997731,5.526776877953317e-12,39009513.77996294,6335.333624881107,-20.456097899747213,5.5263598401727476e-12,34563762.74476804,6338.606310427084
Synspec,0,Palomar/ZTF.g,103751980.64088,2.0,10500,4746.4797383749,-77.47233237578644,-20.840679350943567,7.875384025494623e-12,104109440.7693428,4722.914193098609,-20.52458697575375,5.886196963012109e-12,33023320.485842627,7805.094878724866,-20.452340890095265,5.50726983854344e-12,26188827.44269364,7890.371624489369,-20.562832438706778,6.097235583113054e-12,43035968.477021284,6335.333624881107,-20.562691187732483,6.096442402925348e-12,38129255.947124235,6338.606310427084
Synspec,0,Palomar/ZTF.g,106043480.55806,2.5,10500,4746.4797383749,-77.46733498276431,-20.86371037725915,8.044223915117977e-12,106341436.87662354,4722.914193098609,-20.522059678477838,5.872511438773571e-12,32946540.61323797,7805.094878724866,-20.4469141357971,5.479811939987604e-12,26058256.363320492,7890.371624489369,-20.562170468657477,6.093519250226336e-12,43009737.57569185,6335.333624881107,-20.5620280845507,6.092720194798216e-12,38105975.97218348,6338.606310427084
Synspec,0,Palomar/ZTF.g,106726404.45331,3.0,10500,4746.4797383749,-77.45546173586608,-20.870441565010548,8.094250224934488e-12,107002764.771478,4722.914193098609,-20.514687857973225,5.832773917481373e-12,32723601.267308615,7805.094878724866,-20.44103009974807,5.4501949864928505e-12,25917418.287977975,7890.371624489369,-20.55775357346613,6.068780492814878e-12,42835124.61058536,6335.333624881107,-20.5576140937083,6.068000913336148e-12,37951373.05011799,6338.606310427084
Synspec,0,Palomar/ZTF.g,106660633.58359,3.5,10500,4746.4797383749,-77.44110800724384,-20.86984551797623,8.089807866125862e-12,106944038.55701461,4722.914193098609,-20.506961144482496,5.7914119483912405e-12,32491548.28475093,7805.094878724866,-20.43778132438927,5.433911109640494e-12,25839983.251474075,7890.371624489369,-20.55388738465627,6.047208654296998e-12,42682864.6314863,6335.333624881107,-20.553754142935887,6.046466585419867e-12,37816689.92732245,6338.606310427084
