alpha,filter,flux,lh,logg,meta,teff,vtur,wavelength
0,JWST/NIRCam.F480M,148966.14630727,1.25,4.5,-0.5,41000,2,48139.105123907
0,JWST/NIRCam.F480M,147886.36125073,1.25,5,-0.5,41000,2,48139.105123907
0,JWST/NIRCam.F480M,152373.53486823,1.25,4.5,-0.5,42000,2,48139.105123907
0,JWST/NIRCam.F480M,151590.38390523,1.25,5,-0.5,42000,2,48139.105123907
0,JWST/NIRCam.F480M,11339.465261696,1.25,0,-0.5,4250,2,48139.105123907
0,JWST/NIRCam.F480M,11511.658091713,1.25,0.5,-0.5,4250,2,48139.105123907
0,JWST/NIRCam.F480M,11689.495861317,1.25,1,-0.5,4250,2,48139.105123907
0,JWST/NIRCam.F480M,11860.348958827,1.25,1.5,-0.5,4250,2,48139.105123907
0,JWST/NIRCam.F480M,12016.243938667,1.25,2,-0.5,4250,2,48139.105123907
0,JWST/NIRCam.F480M,12150.236848317,1.25,2.5,-0.5,4250,2,48139.105123907
0,JWST/NIRCam.F480M,12257.927376102,1.25,3,-0.5,4250,2,48139.105123907
0,JWST/NIRCam.F480M,12338.806103755,1.25,3.5,-0.5,4250,2,48139.105123907
0,JWST/NIRCam.F480M,12404.069290008,1.25,4,-0.5,4250,2,48139.105123907
0,JWST/NIRCam.F480M,12570.05402267,1.25,4.5,-0.5,4250,2,48139.105123907
0,JWST/NIRCam.F480M,12805.883938866,1.25,5,-0.5,4250,2,48139.105123907
0,JWST/NIRCam.F480M,155666.15871285,1.25,4.5,-0.5,43000,2,48139.105123907
0,JWST/NIRCam.F480M,155010.18749474,1.25,5,-0.5,43000,2,48139.105123907
0,JWST/NIRCam.F480M,158922.88051218,1.25,4.5,-0.5,44000,2,48139.105123907
0,JWST/NIRCam.F480M,158257.0534364,1.25,5,-0.5,44000,2,48139.105123907
0,JWST/NIRCam.F480M,162167.70223959,1.25,4.5,-0.5,45000,2,48139.105123907
0,JWST/NIRCam.F480M,161417.15272144,1.25,5,-0.5,45000,2,48139.105123907
0,JWST/NIRCam.F480M,12452.660857477,1.25,0,-0.5,4500,2,48139.105123907
0,JWST/NIRCam.F480M,12580.839007204,1.25,0.5,-0.5,4500,2,48139.105123907
0,JWST/NIRCam.F480M,12734.764814013,1.25,1,-0.5,4500,2,48139.105123907
0,JWST/NIRCam.F480M,12897.022954699,1.25,1.5,-0.5,4500,2,48139.105123907
0,JWST/NIRCam.F480M,13054.607474366,1.25,2,-0.5,4500,2,48139.105123907
0,JWST/NIRCam.F480M,13197.453265022,1.25,2.5,-0.5,4500,2,48139.105123907
0,JWST/NIRCam.F480M,13319.03849495,1.25,3,-0.5,4500,2,48139.105123907
0,JWST/NIRCam.F480M,13418.403604411,1.25,3.5,-0.5,4500,2,48139.105123907
0,JWST/NIRCam.F480M,13496.9049366,1.25,4,-0.5,4500,2,48139.105123907
0,JWST/NIRCam.F480M,13575.798072962,1.25,4.5,-0.5,4500,2,48139.105123907
0,JWST/NIRCam.F480M,13734.128756242,1.25,5,-0.5,4500,2,48139.105123907
0,JWST/NIRCam.F480M,165389.61117156,1.25,4.5,-0.5,46000,2,48139.105123907
0,JWST/NIRCam.F480M,164525.68493813,1.25,5,-0.5,46000,2,48139.105123907
0,JWST/NIRCam.F480M,168578.72428411,1.25,4.5,-0.5,47000,2,48139.105123907
0,JWST/NIRCam.F480M,167594.5568835,1.25,5,-0.5,47000,2,48139.105123907
0,JWST/NIRCam.F480M,13840.790087387,1.25,0,-0.5,4750,2,48139.105123907
0,JWST/NIRCam.F480M,13877.042506895,1.25,0.5,-0.5,4750,2,48139.105123907
0,JWST/NIRCam.F480M,13955.306557418,1.25,1,-0.5,4750,2,48139.105123907
0,JWST/NIRCam.F480M,14059.10537005,1.25,1.5,-0.5,4750,2,48139.105123907
0,JWST/NIRCam.F480M,14175.606306476,1.25,2,-0.5,4750,2,48139.105123907
0,JWST/NIRCam.F480M,14291.138035707,1.25,2.5,-0.5,4750,2,48139.105123907
0,JWST/NIRCam.F480M,14397.653890373,1.25,3,-0.5,4750,2,48139.105123907
0,JWST/NIRCam.F480M,14490.710965572,1.25,3.5,-0.5,4750,2,48139.105123907
0,JWST/NIRCam.F480M,14570.400962132,1.25,4,-0.5,4750,2,48139.105123907
0,JWST/NIRCam.F480M,14644.684381585,1.25,4.5,-0.5,4750,2,48139.105123907
0,JWST/NIRCam.F480M,14725.485299283,1.25,5,-0.5,4750,2,48139.105123907
0,JWST/NIRCam.F480M,171739.5759942,1.25,4.5,-0.5,48000,2,48139.105123907
0,JWST/NIRCam.F480M,170627.05211664,1.25,5,-0.5,48000,2,48139.105123907
0,JWST/NIRCam.F480M,174855.25630906,1.25,4.5,-0.5,49000,2,48139.105123907
0,JWST/NIRCam.F480M,173629.39487251,1.25,5,-0.5,49000,2,48139.105123907
0,JWST/NIRCam.F480M,176611.28985227,1.25,5,-0.5,50000,2,48139.105123907
0,JWST/NIRCam.F480M,15453.596114727,1.25,0,-0.5,5000,2,48139.105123907
0,JWST/NIRCam.F480M,15376.936656944,1.25,0.5,-0.5,5000,2,48139.105123907
0,JWST/NIRCam.F480M,15350.206429814,1.25,1,-0.5,5000,2,48139.105123907
0,JWST/NIRCam.F480M,15361.769172231,1.25,1.5,-0.5,5000,2,48139.105123907
0,JWST/NIRCam.F480M,15400.248710535,1.25,2,-0.5,5000,2,48139.105123907
0,JWST/NIRCam.F480M,15453.91214346,1.25,2.5,-0.5,5000,2,48139.105123907
0,JWST/NIRCam.F480M,15516.267172173,1.25,3,-0.5,5000,2,48139.105123907
0,JWST/NIRCam.F480M,15578.975130458,1.25,3.5,-0.5,5000,2,48139.105123907
0,JWST/NIRCam.F480M,15641.436337176,1.25,4,-0.5,5000,2,48139.105123907
0,JWST/NIRCam.F480M,15704.008251361,1.25,4.5,-0.5,5000,2,48139.105123907
0,JWST/NIRCam.F480M,15774.178015043,1.25,5,-0.5,5000,2,48139.105123907
0,JWST/NIRCam.F480M,17065.972788826,1.25,0,-0.5,5250,2,48139.105123907
0,JWST/NIRCam.F480M,16917.146359333,1.25,0.5,-0.5,5250,2,48139.105123907
0,JWST/NIRCam.F480M,16809.329659518,1.25,1,-0.5,5250,2,48139.105123907
0,JWST/NIRCam.F480M,16739.032926122,1.25,1.5,-0.5,5250,2,48139.105123907
0,JWST/NIRCam.F480M,16699.799206304,1.25,2,-0.5,5250,2,48139.105123907
0,JWST/NIRCam.F480M,16686.034207974,1.25,2.5,-0.5,5250,2,48139.105123907
0,JWST/NIRCam.F480M,16690.9622658,1.25,3,-0.5,5250,2,48139.105123907
0,JWST/NIRCam.F480M,16708.281931931,1.25,3.5,-0.5,5250,2,48139.105123907
0,JWST/NIRCam.F480M,16738.776744872,1.25,4,-0.5,5250,2,48139.105123907
0,JWST/NIRCam.F480M,16779.096548175,1.25,4.5,-0.5,5250,2,48139.105123907
0,JWST/NIRCam.F480M,16832.937471075,1.25,5,-0.5,5250,2,48139.105123907
0,JWST/NIRCam.F480M,18398.785026586,1.25,0,-0.5,5500,2,48139.105123907
0,JWST/NIRCam.F480M,18281.182899511,1.25,0.5,-0.5,5500,2,48139.105123907
0,JWST/NIRCam.F480M,18166.611428853,1.25,1,-0.5,5500,2,48139.105123907
0,JWST/NIRCam.F480M,18067.28346178,1.25,1.5,-0.5,5500,2,48139.105123907
0,JWST/NIRCam.F480M,17986.626071891,1.25,2,-0.5,5500,2,48139.105123907
0,JWST/NIRCam.F480M,17926.522961021,1.25,2.5,-0.5,5500,2,48139.105123907
0,JWST/NIRCam.F480M,17885.42104722,1.25,3,-0.5,5500,2,48139.105123907
0,JWST/NIRCam.F480M,17861.807825816,1.25,3.5,-0.5,5500,2,48139.105123907
0,JWST/NIRCam.F480M,17858.824790981,1.25,4,-0.5,5500,2,48139.105123907
0,JWST/NIRCam.F480M,17873.837196106,1.25,4.5,-0.5,5500,2,48139.105123907
0,JWST/NIRCam.F480M,17909.305356592,1.25,5,-0.5,5500,2,48139.105123907
0,JWST/NIRCam.F480M,19379.777878386,1.25,0,-0.5,5750,2,48139.105123907
0,JWST/NIRCam.F480M,19337.307927614,1.25,0.5,-0.5,5750,2,48139.105123907
0,JWST/NIRCam.F480M,19276.918291903,1.25,1,-0.5,5750,2,48139.105123907
0,JWST/NIRCam.F480M,19204.480303722,1.25,1.5,-0.5,5750,2,48139.105123907
0,JWST/NIRCam.F480M,19133.206025452,1.25,2,-0.5,5750,2,48139.105123907
0,JWST/NIRCam.F480M,19069.716951126,1.25,2.5,-0.5,5750,2,48139.105123907
0,JWST/NIRCam.F480M,19015.584240341,1.25,3,-0.5,5750,2,48139.105123907
0,JWST/NIRCam.F480M,18976.390953711,1.25,3.5,-0.5,5750,2,48139.105123907
0,JWST/NIRCam.F480M,18955.717421878,1.25,4,-0.5,5750,2,48139.105123907
0,JWST/NIRCam.F480M,18954.484454457,1.25,4.5,-0.5,5750,2,48139.105123907
0,JWST/NIRCam.F480M,18980.305643237,1.25,5,-0.5,5750,2,48139.105123907
0,JWST/NIRCam.F480M,20098.668638808,1.25,0,-0.5,6000,2,48139.105123907
0,JWST/NIRCam.F480M,20170.803039748,1.25,0.5,-0.5,6000,2,48139.105123907
0,JWST/NIRCam.F480M,20180.223465776,1.25,1,-0.5,6000,2,48139.105123907
0,JWST/NIRCam.F480M,20160.020642,1.25,1.5,-0.5,6000,2,48139.105123907
0,JWST/NIRCam.F480M,20126.1694431,1.25,2,-0.5,6000,2,48139.105123907
0,JWST/NIRCam.F480M,20085.186663826,1.25,2.5,-0.5,6000,2,48139.105123907
0,JWST/NIRCam.F480M,20043.531474393,1.25,3,-0.5,6000,2,48139.105123907
0,JWST/NIRCam.F480M,20008.902112725,1.25,3.5,-0.5,6000,2,48139.105123907
0,JWST/NIRCam.F480M,19985.186808894,1.25,4,-0.5,6000,2,48139.105123907
0,JWST/NIRCam.F480M,19980.675324085,1.25,4.5,-0.5,6000,2,48139.105123907
0,JWST/NIRCam.F480M,20003.530670962,1.25,5,-0.5,6000,2,48139.105123907
0,JWST/NIRCam.F480M,20881.224713906,1.25,0.5,-0.5,6250,2,48139.105123907
0,JWST/NIRCam.F480M,20963.069171034,1.25,1,-0.5,6250,2,48139.105123907
0,JWST/NIRCam.F480M,20993.485323417,1.25,1.5,-0.5,6250,2,48139.105123907
0,JWST/NIRCam.F480M,20994.423562149,1.25,2,-0.5,6250,2,48139.105123907
0,JWST/NIRCam.F480M,20978.665302601,1.25,2.5,-0.5,6250,2,48139.105123907
0,JWST/NIRCam.F480M,20956.616025811,1.25,3,-0.5,6250,2,48139.105123907
0,JWST/NIRCam.F480M,20934.015052883,1.25,3.5,-0.5,6250,2,48139.105123907
0,JWST/NIRCam.F480M,20916.48257458,1.25,4,-0.5,6250,2,48139.105123907
0,JWST/NIRCam.F480M,20916.009470002,1.25,4.5,-0.5,6250,2,48139.105123907
0,JWST/NIRCam.F480M,20938.587731759,1.25,5,-0.5,6250,2,48139.105123907
0,JWST/NIRCam.F480M,21533.137716571,1.25,0.5,-0.5,6500,2,48139.105123907
0,JWST/NIRCam.F480M,21677.185256408,1.25,1,-0.5,6500,2,48139.105123907
0,JWST/NIRCam.F480M,21767.326480847,1.25,1.5,-0.5,6500,2,48139.105123907
0,JWST/NIRCam.F480M,21809.923289255,1.25,2,-0.5,6500,2,48139.105123907
0,JWST/NIRCam.F480M,21820.60742645,1.25,2.5,-0.5,6500,2,48139.105123907
0,JWST/NIRCam.F480M,21813.390546461,1.25,3,-0.5,6500,2,48139.105123907
0,JWST/NIRCam.F480M,21798.811441795,1.25,3.5,-0.5,6500,2,48139.105123907
0,JWST/NIRCam.F480M,21784.955082766,1.25,4,-0.5,6500,2,48139.105123907
0,JWST/NIRCam.F480M,21783.58271034,1.25,4.5,-0.5,6500,2,48139.105123907
0,JWST/NIRCam.F480M,21801.500302855,1.25,5,-0.5,6500,2,48139.105123907
0,JWST/NIRCam.F480M,22169.279980871,1.25,0.5,-0.5,6750,2,48139.105123907
0,JWST/NIRCam.F480M,22347.520177823,1.25,1,-0.5,6750,2,48139.105123907
0,JWST/NIRCam.F480M,22484.922297105,1.25,1.5,-0.5,6750,2,48139.105123907
0,JWST/NIRCam.F480M,22582.195930929,1.25,2,-0.5,6750,2,48139.105123907
0,JWST/NIRCam.F480M,22632.448156535,1.25,2.5,-0.5,6750,2,48139.105123907
0,JWST/NIRCam.F480M,22646.912281565,1.25,3,-0.5,6750,2,48139.105123907
0,JWST/NIRCam.F480M,22642.086453295,1.25,3.5,-0.5,6750,2,48139.105123907
0,JWST/NIRCam.F480M,22630.702064771,1.25,4,-0.5,6750,2,48139.105123907
0,JWST/NIRCam.F480M,22623.631409018,1.25,4.5,-0.5,6750,2,48139.105123907
0,JWST/NIRCam.F480M,22632.370647692,1.25,5,-0.5,6750,2,48139.105123907
0,JWST/NIRCam.F480M,22816.462832431,1.25,0.5,-0.5,7000,2,48139.105123907
0,JWST/NIRCam.F480M,23013.364065934,1.25,1,-0.5,7000,2,48139.105123907
0,JWST/NIRCam.F480M,23173.213170075,1.25,1.5,-0.5,7000,2,48139.105123907
0,JWST/NIRCam.F480M,23307.493915437,1.25,2,-0.5,7000,2,48139.105123907
0,JWST/NIRCam.F480M,23407.73821087,1.25,2.5,-0.5,7000,2,48139.105123907
0,JWST/NIRCam.F480M,23461.247099291,1.25,3,-0.5,7000,2,48139.105123907
0,JWST/NIRCam.F480M,23474.171814281,1.25,3.5,-0.5,7000,2,48139.105123907
0,JWST/NIRCam.F480M,23468.816832567,1.25,4,-0.5,7000,2,48139.105123907
0,JWST/NIRCam.F480M,23459.104966439,1.25,4.5,-0.5,7000,2,48139.105123907
0,JWST/NIRCam.F480M,23459.484610631,1.25,5,-0.5,7000,2,48139.105123907
0,JWST/NIRCam.F480M,23521.520193641,1.25,0.5,-0.5,7250,2,48139.105123907
0,JWST/NIRCam.F480M,23695.851114085,1.25,1,-0.5,7250,2,48139.105123907
0,JWST/NIRCam.F480M,23868.108510536,1.25,1.5,-0.5,7250,2,48139.105123907
0,JWST/NIRCam.F480M,24015.095865639,1.25,2,-0.5,7250,2,48139.105123907
0,JWST/NIRCam.F480M,24143.314715657,1.25,2.5,-0.5,7250,2,48139.105123907
0,JWST/NIRCam.F480M,24242.169797144,1.25,3,-0.5,7250,2,48139.105123907
0,JWST/NIRCam.F480M,24291.710414594,1.25,3.5,-0.5,7250,2,48139.105123907
0,JWST/NIRCam.F480M,24301.051542831,1.25,4,-0.5,7250,2,48139.105123907
0,JWST/NIRCam.F480M,24295.736834995,1.25,4.5,-0.5,7250,2,48139.105123907
0,JWST/NIRCam.F480M,24291.323409544,1.25,5,-0.5,7250,2,48139.105123907
0,JWST/NIRCam.F480M,24367.22438192,1.25,0.5,-0.5,7500,2,48139.105123907
0,JWST/NIRCam.F480M,24421.303637066,1.25,1,-0.5,7500,2,48139.105123907
0,JWST/NIRCam.F480M,24583.221844429,1.25,1.5,-0.5,7500,2,48139.105123907
0,JWST/NIRCam.F480M,24740.188699574,1.25,2,-0.5,7500,2,48139.105123907
0,JWST/NIRCam.F480M,24877.592533239,1.25,2.5,-0.5,7500,2,48139.105123907
0,JWST/NIRCam.F480M,24992.316954572,1.25,3,-0.5,7500,2,48139.105123907
0,JWST/NIRCam.F480M,25084.579986771,1.25,3.5,-0.5,7500,2,48139.105123907
0,JWST/NIRCam.F480M,25125.414911887,1.25,4,-0.5,7500,2,48139.105123907
0,JWST/NIRCam.F480M,25130.799092913,1.25,4.5,-0.5,7500,2,48139.105123907
0,JWST/NIRCam.F480M,25126.304973667,1.25,5,-0.5,7500,2,48139.105123907
0,JWST/NIRCam.F480M,25216.477214334,1.25,1,-0.5,7750,2,48139.105123907
0,JWST/NIRCam.F480M,25330.112359853,1.25,1.5,-0.5,7750,2,48139.105123907
0,JWST/NIRCam.F480M,25482.280427717,1.25,2,-0.5,7750,2,48139.105123907
0,JWST/NIRCam.F480M,25625.850731534,1.25,2.5,-0.5,7750,2,48139.105123907
0,JWST/NIRCam.F480M,25750.0258808,1.25,3,-0.5,7750,2,48139.105123907
0,JWST/NIRCam.F480M,25847.429175869,1.25,3.5,-0.5,7750,2,48139.105123907
0,JWST/NIRCam.F480M,25931.861795335,1.25,4,-0.5,7750,2,48139.105123907
0,JWST/NIRCam.F480M,25960.170231038,1.25,4.5,-0.5,7750,2,48139.105123907
0,JWST/NIRCam.F480M,25961.627289261,1.25,5,-0.5,7750,2,48139.105123907
0,JWST/NIRCam.F480M,26097.738645087,1.25,1,-0.5,8000,2,48139.105123907
0,JWST/NIRCam.F480M,26119.489112018,1.25,1.5,-0.5,8000,2,48139.105123907
0,JWST/NIRCam.F480M,26249.695786691,1.25,2,-0.5,8000,2,48139.105123907
0,JWST/NIRCam.F480M,26392.783388669,1.25,2.5,-0.5,8000,2,48139.105123907
0,JWST/NIRCam.F480M,26523.438461542,1.25,3,-0.5,8000,2,48139.105123907
0,JWST/NIRCam.F480M,26630.803423422,1.25,3.5,-0.5,8000,2,48139.105123907
0,JWST/NIRCam.F480M,26707.08534382,1.25,4,-0.5,8000,2,48139.105123907
0,JWST/NIRCam.F480M,26776.332800579,1.25,4.5,-0.5,8000,2,48139.105123907
0,JWST/NIRCam.F480M,26793.004910724,1.25,5,-0.5,8000,2,48139.105123907
0,JWST/NIRCam.F480M,27061.454418247,1.25,1,-0.5,8250,2,48139.105123907
0,JWST/NIRCam.F480M,26934.376548481,1.25,1.5,-0.5,8250,2,48139.105123907
0,JWST/NIRCam.F480M,27029.514462365,1.25,2,-0.5,8250,2,48139.105123907
0,JWST/NIRCam.F480M,27169.457968383,1.25,2.5,-0.5,8250,2,48139.105123907
0,JWST/NIRCam.F480M,27308.439021252,1.25,3,-0.5,8250,2,48139.105123907
0,JWST/NIRCam.F480M,27426.190346308,1.25,3.5,-0.5,8250,2,48139.105123907
0,JWST/NIRCam.F480M,27512.82763704,1.25,4,-0.5,8250,2,48139.105123907
0,JWST/NIRCam.F480M,27566.455326879,1.25,4.5,-0.5,8250,2,48139.105123907
0,JWST/NIRCam.F480M,27618.603284097,1.25,5,-0.5,8250,2,48139.105123907
0,JWST/NIRCam.F480M,27769.152687235,1.25,1.5,-0.5,8500,2,48139.105123907
0,JWST/NIRCam.F480M,27810.542507787,1.25,2,-0.5,8500,2,48139.105123907
0,JWST/NIRCam.F480M,27936.494550892,1.25,2.5,-0.5,8500,2,48139.105123907
0,JWST/NIRCam.F480M,28080.130081817,1.25,3,-0.5,8500,2,48139.105123907
0,JWST/NIRCam.F480M,28212.971197498,1.25,3.5,-0.5,8500,2,48139.105123907
0,JWST/NIRCam.F480M,28320.327728101,1.25,4,-0.5,8500,2,48139.105123907
0,JWST/NIRCam.F480M,28388.801171784,1.25,4.5,-0.5,8500,2,48139.105123907
0,JWST/NIRCam.F480M,28420.872517287,1.25,5,-0.5,8500,2,48139.105123907
0,JWST/NIRCam.F480M,28632.899084899,1.25,1.5,-0.5,8750,2,48139.105123907
0,JWST/NIRCam.F480M,28590.527637806,1.25,2,-0.5,8750,2,48139.105123907
0,JWST/NIRCam.F480M,28684.486008555,1.25,2.5,-0.5,8750,2,48139.105123907
0,JWST/NIRCam.F480M,28821.167736496,1.25,3,-0.5,8750,2,48139.105123907
0,JWST/NIRCam.F480M,28965.865517826,1.25,3.5,-0.5,8750,2,48139.105123907
0,JWST/NIRCam.F480M,29097.723351943,1.25,4,-0.5,8750,2,48139.105123907
0,JWST/NIRCam.F480M,29198.680301871,1.25,4.5,-0.5,8750,2,48139.105123907
0,JWST/NIRCam.F480M,29248.60553065,1.25,5,-0.5,8750,2,48139.105123907
0,JWST/NIRCam.F480M,29528.807504088,1.25,1.5,-0.5,9000,2,48139.105123907
0,JWST/NIRCam.F480M,29389.403407321,1.25,2,-0.5,9000,2,48139.105123907
0,JWST/NIRCam.F480M,29432.137261611,1.25,2.5,-0.5,9000,2,48139.105123907
0,JWST/NIRCam.F480M,29545.650356881,1.25,3,-0.5,9000,2,48139.105123907
0,JWST/NIRCam.F480M,29685.788481593,1.25,3.5,-0.5,9000,2,48139.105123907
0,JWST/NIRCam.F480M,29829.927436066,1.25,4,-0.5,9000,2,48139.105123907
0,JWST/NIRCam.F480M,29959.957184483,1.25,4.5,-0.5,9000,2,48139.105123907
0,JWST/NIRCam.F480M,30056.573491383,1.25,5,-0.5,9000,2,48139.105123907
0,JWST/NIRCam.F480M,30213.0630487,1.25,2,-0.5,9250,2,48139.105123907
0,JWST/NIRCam.F480M,30196.196241964,1.25,2.5,-0.5,9250,2,48139.105123907
0,JWST/NIRCam.F480M,30271.718394344,1.25,3,-0.5,9250,2,48139.105123907
0,JWST/NIRCam.F480M,30391.918406256,1.25,3.5,-0.5,9250,2,48139.105123907
0,JWST/NIRCam.F480M,30531.613211791,1.25,4,-0.5,9250,2,48139.105123907
0,JWST/NIRCam.F480M,30675.187122581,1.25,4.5,-0.5,9250,2,48139.105123907
0,JWST/NIRCam.F480M,30806.507925261,1.25,5,-0.5,9250,2,48139.105123907
0,JWST/NIRCam.F480M,31054.628841779,1.25,2,-0.5,9500,2,48139.105123907
0,JWST/NIRCam.F480M,30976.319735302,1.25,2.5,-0.5,9500,2,48139.105123907
0,JWST/NIRCam.F480M,31011.458232263,1.25,3,-0.5,9500,2,48139.105123907
0,JWST/NIRCam.F480M,31099.963004045,1.25,3.5,-0.5,9500,2,48139.105123907
0,JWST/NIRCam.F480M,31222.037411402,1.25,4,-0.5,9500,2,48139.105123907
0,JWST/NIRCam.F480M,31362.261329705,1.25,4.5,-0.5,9500,2,48139.105123907
0,JWST/NIRCam.F480M,31508.496054817,1.25,5,-0.5,9500,2,48139.105123907
0,JWST/NIRCam.F480M,31913.270550378,1.25,2,-0.5,9750,2,48139.105123907
0,JWST/NIRCam.F480M,31770.283161663,1.25,2.5,-0.5,9750,2,48139.105123907
0,JWST/NIRCam.F480M,31758.754783687,1.25,3,-0.5,9750,2,48139.105123907
0,JWST/NIRCam.F480M,31818.633626071,1.25,3.5,-0.5,9750,2,48139.105123907
0,JWST/NIRCam.F480M,31917.991607927,1.25,4,-0.5,9750,2,48139.105123907
0,JWST/NIRCam.F480M,32039.877269964,1.25,4.5,-0.5,9750,2,48139.105123907
0,JWST/NIRCam.F480M,32182.71937948,1.25,5,-0.5,9750,2,48139.105123907
0,JWST/NIRCam.F480M,32608.681341408,1.25,2,-1,10000,2,48139.105123907
0,JWST/NIRCam.F480M,32441.211978801,1.25,2.5,-1,10000,2,48139.105123907
0,JWST/NIRCam.F480M,32386.697511189,1.25,3,-1,10000,2,48139.105123907
0,JWST/NIRCam.F480M,32395.973515798,1.25,3.5,-1,10000,2,48139.105123907
0,JWST/NIRCam.F480M,32445.558805804,1.25,4,-1,10000,2,48139.105123907
0,JWST/NIRCam.F480M,32526.681021417,1.25,4.5,-1,10000,2,48139.105123907
0,JWST/NIRCam.F480M,32635.990889697,1.25,5,-1,10000,2,48139.105123907
0,JWST/NIRCam.F480M,33449.944537058,1.25,2,-1,10250,2,48139.105123907
0,JWST/NIRCam.F480M,33241.140976987,1.25,2.5,-1,10250,2,48139.105123907
0,JWST/NIRCam.F480M,33153.713188364,1.25,3,-1,10250,2,48139.105123907
0,JWST/NIRCam.F480M,33138.116575453,1.25,3.5,-1,10250,2,48139.105123907
